date,wm_yr_wk,d
2013-10-23,11339,d_999
2013-10-24,11339,d_1000
2013-10-25,11339,d_1001
2013-10-26,11340,d_1002
2013-10-27,11340,d_1003
2013-10-28,11340,d_1004
2013-10-29,11340,d_1005
2013-10-30,11340,d_1006
2013-10-31,11340,d_1007
2013-11-01,11340,d_1008
2013-11-02,11341,d_1009
2013-11-03,11341,d_1010
2013-11-04,11341,d_1011
2013-11-05,11341,d_1012
2013-11-06,11341,d_1013
2013-11-07,11341,d_1014
2013-11-08,11341,d_1015
2013-11-09,11342,d_1016
2013-11-10,11342,d_1017
2013-11-11,11342,d_1018
2013-11-12,11342,d_1019
2013-11-13,11342,d_1020
2013-11-14,11342,d_1021
2013-11-15,11342,d_1022
2013-11-16,11343,d_1023
2013-11-17,11343,d_1024
2013-11-18,11343,d_1025
2013-11-19,11343,d_1026
2013-11-20,11343,d_1027
2013-11-21,11343,d_1028
2013-11-22,11343,d_1029
2013-11-23,11344,d_1030
2013-11-24,11344,d_1031
2013-11-25,11344,d_1032
2013-11-26,11344,d_1033
2013-11-27,11344,d_1034
2013-11-28,11344,d_1035
2013-11-29,11344,d_1036
2013-11-30,11345,d_1037
2013-12-01,11345,d_1038
2013-12-02,11345,d_1039
2013-12-03,11345,d_1040
2013-12-04,11345,d_1041
2013-12-05,11345,d_1042
2013-12-06,11345,d_1043
2013-12-07,11346,d_1044
2013-12-08,11346,d_1045
2013-12-09,11346,d_1046
2013-12-10,11346,d_1047
2013-12-11,11346,d_1048
2013-12-12,11346,d_1049
2013-12-13,11346,d_1050
2013-12-14,11347,d_1051
2013-12-15,11347,d_1052
2013-12-16,11347,d_1053
2013-12-17,11347,d_1054
2013-12-18,11347,d_1055
2013-12-19,11347,d_1056
2013-12-20,11347,d_1057
2013-12-21,11348,d_1058
2013-12-22,11348,d_1059
2013-12-23,11348,d_1060
2013-12-24,11348,d_1061
2013-12-25,11348,d_1062
2013-12-26,11348,d_1063
2013-12-27,11348,d_1064
2013-12-28,11349,d_1065
2013-12-29,11349,d_1066
2013-12-30,11349,d_1067
2013-12-31,11349,d_1068
2014-01-01,11349,d_1069
2014-01-02,11349,d_1070
2014-01-03,11349,d_1071
2014-01-04,11350,d_1072
2014-01-05,11350,d_1073
2014-01-06,11350,d_1074
2014-01-07,11350,d_1075
2014-01-08,11350,d_1076
2014-01-09,11350,d_1077
2014-01-10,11350,d_1078
2014-01-11,11351,d_1079
2014-01-12,11351,d_1080
2014-01-13,11351,d_1081
2014-01-14,11351,d_1082
2014-01-15,11351,d_1083
2014-01-16,11351,d_1084
2014-01-17,11351,d_1085
2014-01-18,11352,d_1086
2014-01-19,11352,d_1087
2014-01-20,11352,d_1088
2014-01-21,11352,d_1089
2014-01-22,11352,d_1090
2014-01-23,11352,d_1091
2014-01-24,11352,d_1092
2014-01-25,11353,d_1093
2014-01-26,11353,d_1094
2014-01-27,11353,d_1095
2014-01-28,11353,d_1096
2014-01-29,11353,d_1097
2014-01-30,11353,d_1098
2014-01-31,11353,d_1099
2014-02-01,11401,d_1100
2014-02-02,11401,d_1101
2014-02-03,11401,d_1102
2014-02-04,11401,d_1103
2014-02-05,11401,d_1104
2014-02-06,11401,d_1105
2014-02-07,11401,d_1106
2014-02-08,11402,d_1107
2014-02-09,11402,d_1108
2014-02-10,11402,d_1109
2014-02-11,11402,d_1110
2014-02-12,11402,d_1111
2014-02-13,11402,d_1112
2014-02-14,11402,d_1113
2014-02-15,11403,d_1114
2014-02-16,11403,d_1115
2014-02-17,11403,d_1116
2014-02-18,11403,d_1117
2014-02-19,11403,d_1118
2014-02-20,11403,d_1119
2014-02-21,11403,d_1120
2014-02-22,11404,d_1121
2014-02-23,11404,d_1122
2014-02-24,11404,d_1123
2014-02-25,11404,d_1124
2014-02-26,11404,d_1125
2014-02-27,11404,d_1126
2014-02-28,11404,d_1127
2014-03-01,11405,d_1128
2014-03-02,11405,d_1129
2014-03-03,11405,d_1130
2014-03-04,11405,d_1131
2014-03-05,11405,d_1132
2014-03-06,11405,d_1133
2014-03-07,11405,d_1134
2014-03-08,11406,d_1135
2014-03-09,11406,d_1136
2014-03-10,11406,d_1137
2014-03-11,11406,d_1138
2014-03-12,11406,d_1139
2014-03-13,11406,d_1140
2014-03-14,11406,d_1141
2014-03-15,11407,d_1142
2014-03-16,11407,d_1143
2014-03-17,11407,d_1144
2014-03-18,11407,d_1145
2014-03-19,11407,d_1146
2014-03-20,11407,d_1147
2014-03-21,11407,d_1148
2014-03-22,11408,d_1149
2014-03-23,11408,d_1150
2014-03-24,11408,d_1151
2014-03-25,11408,d_1152
2014-03-26,11408,d_1153
2014-03-27,11408,d_1154
2014-03-28,11408,d_1155
2014-03-29,11409,d_1156
2014-03-30,11409,d_1157
2014-03-31,11409,d_1158
2014-04-01,11409,d_1159
2014-04-02,11409,d_1160
2014-04-03,11409,d_1161
2014-04-04,11409,d_1162
2014-04-05,11410,d_1163
2014-04-06,11410,d_1164
2014-04-07,11410,d_1165
2014-04-08,11410,d_1166
2014-04-09,11410,d_1167
2014-04-10,11410,d_1168
2014-04-11,11410,d_1169
2014-04-12,11411,d_1170
2014-04-13,11411,d_1171
2014-04-14,11411,d_1172
2014-04-15,11411,d_1173
2014-04-16,11411,d_1174
2014-04-17,11411,d_1175
2014-04-18,11411,d_1176
2014-04-19,11412,d_1177
2014-04-20,11412,d_1178
2014-04-21,11412,d_1179
2014-04-22,11412,d_1180
2014-04-23,11412,d_1181
2014-04-24,11412,d_1182
2014-04-25,11412,d_1183
2014-04-26,11413,d_1184
2014-04-27,11413,d_1185
2014-04-28,11413,d_1186
2014-04-29,11413,d_1187
2014-04-30,11413,d_1188
2014-05-01,11413,d_1189
2014-05-02,11413,d_1190
2014-05-03,11414,d_1191
2014-05-04,11414,d_1192
2014-05-05,11414,d_1193
2014-05-06,11414,d_1194
2014-05-07,11414,d_1195
2014-05-08,11414,d_1196
2014-05-09,11414,d_1197
2014-05-10,11415,d_1198
2014-05-11,11415,d_1199
2014-05-12,11415,d_1200
2014-05-13,11415,d_1201
2014-05-14,11415,d_1202
2014-05-15,11415,d_1203
2014-05-16,11415,d_1204
2014-05-17,11416,d_1205
2014-05-18,11416,d_1206
2014-05-19,11416,d_1207
2014-05-20,11416,d_1208
2014-05-21,11416,d_1209
2014-05-22,11416,d_1210
2014-05-23,11416,d_1211
2014-05-24,11417,d_1212
2014-05-25,11417,d_1213
2014-05-26,11417,d_1214
2014-05-27,11417,d_1215
2014-05-28,11417,d_1216
2014-05-29,11417,d_1217
2014-05-30,11417,d_1218
2014-05-31,11418,d_1219
2014-06-01,11418,d_1220
2014-06-02,11418,d_1221
2014-06-03,11418,d_1222
2014-06-04,11418,d_1223
2014-06-05,11418,d_1224
2014-06-06,11418,d_1225
2014-06-07,11419,d_1226
2014-06-08,11419,d_1227
2014-06-09,11419,d_1228
2014-06-10,11419,d_1229
2014-06-11,11419,d_1230
2014-06-12,11419,d_1231
2014-06-13,11419,d_1232
2014-06-14,11420,d_1233
2014-06-15,11420,d_1234
2014-06-16,11420,d_1235
2014-06-17,11420,d_1236
2014-06-18,11420,d_1237
2014-06-19,11420,d_1238
2014-06-20,11420,d_1239
2014-06-21,11421,d_1240
2014-06-22,11421,d_1241
2014-06-23,11421,d_1242
2014-06-24,11421,d_1243
2014-06-25,11421,d_1244
2014-06-26,11421,d_1245
2014-06-27,11421,d_1246
2014-06-28,11422,d_1247
2014-06-29,11422,d_1248
2014-06-30,11422,d_1249
2014-07-01,11422,d_1250
2014-07-02,11422,d_1251
2014-07-03,11422,d_1252
2014-07-04,11422,d_1253
2014-07-05,11423,d_1254
2014-07-06,11423,d_1255
2014-07-07,11423,d_1256
2014-07-08,11423,d_1257
2014-07-09,11423,d_1258
2014-07-10,11423,d_1259
2014-07-11,11423,d_1260
2014-07-12,11424,d_1261
2014-07-13,11424,d_1262
2014-07-14,11424,d_1263
2014-07-15,11424,d_1264
2014-07-16,11424,d_1265
2014-07-17,11424,d_1266
2014-07-18,11424,d_1267
2014-07-19,11425,d_1268
2014-07-20,11425,d_1269
2014-07-21,11425,d_1270
2014-07-22,11425,d_1271
2014-07-23,11425,d_1272
2014-07-24,11425,d_1273
2014-07-25,11425,d_1274
2014-07-26,11426,d_1275
2014-07-27,11426,d_1276
2014-07-28,11426,d_1277
2014-07-29,11426,d_1278
2014-07-30,11426,d_1279
2014-07-31,11426,d_1280
2014-08-01,11426,d_1281
2014-08-02,11427,d_1282
2014-08-03,11427,d_1283
2014-08-04,11427,d_1284
2014-08-05,11427,d_1285
2014-08-06,11427,d_1286
2014-08-07,11427,d_1287
2014-08-08,11427,d_1288
2014-08-09,11428,d_1289
2014-08-10,11428,d_1290
2014-08-11,11428,d_1291
2014-08-12,11428,d_1292
2014-08-13,11428,d_1293
2014-08-14,11428,d_1294
2014-08-15,11428,d_1295
2014-08-16,11429,d_1296
2014-08-17,11429,d_1297
2014-08-18,11429,d_1298
2014-08-19,11429,d_1299
2014-08-20,11429,d_1300
2014-08-21,11429,d_1301
2014-08-22,11429,d_1302
2014-08-23,11430,d_1303
2014-08-24,11430,d_1304
2014-08-25,11430,d_1305
2014-08-26,11430,d_1306
2014-08-27,11430,d_1307
2014-08-28,11430,d_1308
2014-08-29,11430,d_1309
2014-08-30,11431,d_1310
2014-08-31,11431,d_1311
2014-09-01,11431,d_1312
2014-09-02,11431,d_1313
2014-09-03,11431,d_1314
2014-09-04,11431,d_1315
2014-09-05,11431,d_1316
2014-09-06,11432,d_1317
2014-09-07,11432,d_1318
2014-09-08,11432,d_1319
2014-09-09,11432,d_1320
2014-09-10,11432,d_1321
2014-09-11,11432,d_1322
2014-09-12,11432,d_1323
2014-09-13,11433,d_1324
2014-09-14,11433,d_1325
2014-09-15,11433,d_1326
2014-09-16,11433,d_1327
2014-09-17,11433,d_1328
2014-09-18,11433,d_1329
2014-09-19,11433,d_1330
2014-09-20,11434,d_1331
2014-09-21,11434,d_1332
2014-09-22,11434,d_1333
2014-09-23,11434,d_1334
2014-09-24,11434,d_1335
2014-09-25,11434,d_1336
2014-09-26,11434,d_1337
2014-09-27,11435,d_1338
2014-09-28,11435,d_1339
2014-09-29,11435,d_1340
2014-09-30,11435,d_1341
2014-10-01,11435,d_1342
2014-10-02,11435,d_1343
2014-10-03,11435,d_1344
2014-10-04,11436,d_1345
2014-10-05,11436,d_1346
2014-10-06,11436,d_1347
2014-10-07,11436,d_1348
2014-10-08,11436,d_1349
2014-10-09,11436,d_1350
2014-10-10,11436,d_1351
2014-10-11,11437,d_1352
2014-10-12,11437,d_1353
2014-10-13,11437,d_1354
2014-10-14,11437,d_1355
2014-10-15,11437,d_1356
2014-10-16,11437,d_1357
2014-10-17,11437,d_1358
2014-10-18,11438,d_1359
2014-10-19,11438,d_1360
2014-10-20,11438,d_1361
2014-10-21,11438,d_1362
2014-10-22,11438,d_1363
2014-10-23,11438,d_1364
2014-10-24,11438,d_1365
2014-10-25,11439,d_1366
2014-10-26,11439,d_1367
2014-10-27,11439,d_1368
2014-10-28,11439,d_1369
2014-10-29,11439,d_1370
2014-10-30,11439,d_1371
2014-10-31,11439,d_1372
2014-11-01,11440,d_1373
2014-11-02,11440,d_1374
2014-11-03,11440,d_1375
2014-11-04,11440,d_1376
2014-11-05,11440,d_1377
2014-11-06,11440,d_1378
2014-11-07,11440,d_1379
2014-11-08,11441,d_1380
2014-11-09,11441,d_1381
2014-11-10,11441,d_1382
2014-11-11,11441,d_1383
2014-11-12,11441,d_1384
2014-11-13,11441,d_1385
2014-11-14,11441,d_1386
2014-11-15,11442,d_1387
2014-11-16,11442,d_1388
2014-11-17,11442,d_1389
2014-11-18,11442,d_1390
2014-11-19,11442,d_1391
2014-11-20,11442,d_1392
2014-11-21,11442,d_1393
2014-11-22,11443,d_1394
2014-11-23,11443,d_1395
2014-11-24,11443,d_1396
2014-11-25,11443,d_1397
2014-11-26,11443,d_1398
2014-11-27,11443,d_1399
2014-11-28,11443,d_1400
2014-11-29,11444,d_1401
2014-11-30,11444,d_1402
2014-12-01,11444,d_1403
2014-12-02,11444,d_1404
2014-12-03,11444,d_1405
2014-12-04,11444,d_1406
2014-12-05,11444,d_1407
2014-12-06,11445,d_1408
2014-12-07,11445,d_1409
2014-12-08,11445,d_1410
2014-12-09,11445,d_1411
2014-12-10,11445,d_1412
2014-12-11,11445,d_1413
2014-12-12,11445,d_1414
2014-12-13,11446,d_1415
2014-12-14,11446,d_1416
2014-12-15,11446,d_1417
2014-12-16,11446,d_1418
2014-12-17,11446,d_1419
2014-12-18,11446,d_1420
2014-12-19,11446,d_1421
2014-12-20,11447,d_1422
2014-12-21,11447,d_1423
2014-12-22,11447,d_1424
2014-12-23,11447,d_1425
2014-12-24,11447,d_1426
2014-12-25,11447,d_1427
2014-12-26,11447,d_1428
2014-12-27,11448,d_1429
2014-12-28,11448,d_1430
2014-12-29,11448,d_1431
2014-12-30,11448,d_1432
2014-12-31,11448,d_1433
2015-01-01,11448,d_1434
2015-01-02,11448,d_1435
2015-01-03,11449,d_1436
2015-01-04,11449,d_1437
2015-01-05,11449,d_1438
2015-01-06,11449,d_1439
2015-01-07,11449,d_1440
2015-01-08,11449,d_1441
2015-01-09,11449,d_1442
2015-01-10,11450,d_1443
2015-01-11,11450,d_1444
2015-01-12,11450,d_1445
2015-01-13,11450,d_1446
2015-01-14,11450,d_1447
2015-01-15,11450,d_1448
2015-01-16,11450,d_1449
2015-01-17,11451,d_1450
2015-01-18,11451,d_1451
2015-01-19,11451,d_1452
2015-01-20,11451,d_1453
2015-01-21,11451,d_1454
2015-01-22,11451,d_1455
2015-01-23,11451,d_1456
2015-01-24,11452,d_1457
2015-01-25,11452,d_1458
2015-01-26,11452,d_1459
2015-01-27,11452,d_1460
2015-01-28,11452,d_1461
2015-01-29,11452,d_1462
2015-01-30,11452,d_1463
2015-01-31,11501,d_1464
2015-02-01,11501,d_1465
2015-02-02,11501,d_1466
2015-02-03,11501,d_1467
2015-02-04,11501,d_1468
2015-02-05,11501,d_1469
2015-02-06,11501,d_1470
2015-02-07,11502,d_1471
2015-02-08,11502,d_1472
2015-02-09,11502,d_1473
2015-02-10,11502,d_1474
2015-02-11,11502,d_1475
2015-02-12,11502,d_1476
2015-02-13,11502,d_1477
2015-02-14,11503,d_1478
2015-02-15,11503,d_1479
2015-02-16,11503,d_1480
2015-02-17,11503,d_1481
2015-02-18,11503,d_1482
2015-02-19,11503,d_1483
2015-02-20,11503,d_1484
2015-02-21,11504,d_1485
2015-02-22,11504,d_1486
2015-02-23,11504,d_1487
2015-02-24,11504,d_1488
2015-02-25,11504,d_1489
2015-02-26,11504,d_1490
2015-02-27,11504,d_1491
2015-02-28,11505,d_1492
2015-03-01,11505,d_1493
2015-03-02,11505,d_1494
2015-03-03,11505,d_1495
2015-03-04,11505,d_1496
2015-03-05,11505,d_1497
2015-03-06,11505,d_1498
2015-03-07,11506,d_1499
2015-03-08,11506,d_1500
2015-03-09,11506,d_1501
2015-03-10,11506,d_1502
2015-03-11,11506,d_1503
2015-03-12,11506,d_1504
2015-03-13,11506,d_1505
2015-03-14,11507,d_1506
2015-03-15,11507,d_1507
2015-03-16,11507,d_1508
2015-03-17,11507,d_1509
2015-03-18,11507,d_1510
2015-03-19,11507,d_1511
2015-03-20,11507,d_1512
2015-03-21,11508,d_1513
2015-03-22,11508,d_1514
2015-03-23,11508,d_1515
2015-03-24,11508,d_1516
2015-03-25,11508,d_1517
2015-03-26,11508,d_1518
2015-03-27,11508,d_1519
2015-03-28,11509,d_1520
2015-03-29,11509,d_1521
2015-03-30,11509,d_1522
2015-03-31,11509,d_1523
2015-04-01,11509,d_1524
2015-04-02,11509,d_1525
2015-04-03,11509,d_1526
2015-04-04,11510,d_1527
2015-04-05,11510,d_1528
2015-04-06,11510,d_1529
2015-04-07,11510,d_1530
2015-04-08,11510,d_1531
2015-04-09,11510,d_1532
2015-04-10,11510,d_1533
2015-04-11,11511,d_1534
2015-04-12,11511,d_1535
2015-04-13,11511,d_1536
2015-04-14,11511,d_1537
2015-04-15,11511,d_1538
2015-04-16,11511,d_1539
2015-04-17,11511,d_1540
2015-04-18,11512,d_1541
2015-04-19,11512,d_1542
2015-04-20,11512,d_1543
2015-04-21,11512,d_1544
2015-04-22,11512,d_1545
2015-04-23,11512,d_1546
2015-04-24,11512,d_1547
2015-04-25,11513,d_1548
2015-04-26,11513,d_1549
2015-04-27,11513,d_1550
2015-04-28,11513,d_1551
2015-04-29,11513,d_1552
2015-04-30,11513,d_1553
2015-05-01,11513,d_1554
2015-05-02,11514,d_1555
2015-05-03,11514,d_1556
2015-05-04,11514,d_1557
2015-05-05,11514,d_1558
2015-05-06,11514,d_1559
2015-05-07,11514,d_1560
2015-05-08,11514,d_1561
2015-05-09,11515,d_1562
2015-05-10,11515,d_1563
2015-05-11,11515,d_1564
2015-05-12,11515,d_1565
2015-05-13,11515,d_1566
2015-05-14,11515,d_1567
2015-05-15,11515,d_1568
2015-05-16,11516,d_1569
2015-05-17,11516,d_1570
2015-05-18,11516,d_1571
2015-05-19,11516,d_1572
2015-05-20,11516,d_1573
2015-05-21,11516,d_1574
2015-05-22,11516,d_1575
2015-05-23,11517,d_1576
2015-05-24,11517,d_1577
2015-05-25,11517,d_1578
2015-05-26,11517,d_1579
2015-05-27,11517,d_1580
2015-05-28,11517,d_1581
2015-05-29,11517,d_1582
2015-05-30,11518,d_1583
2015-05-31,11518,d_1584
2015-06-01,11518,d_1585
2015-06-02,11518,d_1586
2015-06-03,11518,d_1587
2015-06-04,11518,d_1588
2015-06-05,11518,d_1589
2015-06-06,11519,d_1590
2015-06-07,11519,d_1591
2015-06-08,11519,d_1592
2015-06-09,11519,d_1593
2015-06-10,11519,d_1594
2015-06-11,11519,d_1595
2015-06-12,11519,d_1596
2015-06-13,11520,d_1597
2015-06-14,11520,d_1598
2015-06-15,11520,d_1599
2015-06-16,11520,d_1600
2015-06-17,11520,d_1601
2015-06-18,11520,d_1602
2015-06-19,11520,d_1603
2015-06-20,11521,d_1604
2015-06-21,11521,d_1605
2015-06-22,11521,d_1606
2015-06-23,11521,d_1607
2015-06-24,11521,d_1608
2015-06-25,11521,d_1609
2015-06-26,11521,d_1610
2015-06-27,11522,d_1611
2015-06-28,11522,d_1612
2015-06-29,11522,d_1613
2015-06-30,11522,d_1614
2015-07-01,11522,d_1615
2015-07-02,11522,d_1616
2015-07-03,11522,d_1617
2015-07-04,11523,d_1618
2015-07-05,11523,d_1619
2015-07-06,11523,d_1620
2015-07-07,11523,d_1621
2015-07-08,11523,d_1622
2015-07-09,11523,d_1623
2015-07-10,11523,d_1624
2015-07-11,11524,d_1625
2015-07-12,11524,d_1626
2015-07-13,11524,d_1627
2015-07-14,11524,d_1628
2015-07-15,11524,d_1629
2015-07-16,11524,d_1630
2015-07-17,11524,d_1631
2015-07-18,11525,d_1632
2015-07-19,11525,d_1633
2015-07-20,11525,d_1634
2015-07-21,11525,d_1635
2015-07-22,11525,d_1636
2015-07-23,11525,d_1637
2015-07-24,11525,d_1638
2015-07-25,11526,d_1639
2015-07-26,11526,d_1640
2015-07-27,11526,d_1641
2015-07-28,11526,d_1642
2015-07-29,11526,d_1643
2015-07-30,11526,d_1644
2015-07-31,11526,d_1645
2015-08-01,11527,d_1646
2015-08-02,11527,d_1647
2015-08-03,11527,d_1648
2015-08-04,11527,d_1649
2015-08-05,11527,d_1650
2015-08-06,11527,d_1651
2015-08-07,11527,d_1652
2015-08-08,11528,d_1653
2015-08-09,11528,d_1654
2015-08-10,11528,d_1655
2015-08-11,11528,d_1656
2015-08-12,11528,d_1657
2015-08-13,11528,d_1658
2015-08-14,11528,d_1659
2015-08-15,11529,d_1660
2015-08-16,11529,d_1661
2015-08-17,11529,d_1662
2015-08-18,11529,d_1663
2015-08-19,11529,d_1664
2015-08-20,11529,d_1665
2015-08-21,11529,d_1666
2015-08-22,11530,d_1667
2015-08-23,11530,d_1668
2015-08-24,11530,d_1669
2015-08-25,11530,d_1670
2015-08-26,11530,d_1671
2015-08-27,11530,d_1672
2015-08-28,11530,d_1673
2015-08-29,11531,d_1674
2015-08-30,11531,d_1675
2015-08-31,11531,d_1676
2015-09-01,11531,d_1677
2015-09-02,11531,d_1678
2015-09-03,11531,d_1679
2015-09-04,11531,d_1680
2015-09-05,11532,d_1681
2015-09-06,11532,d_1682
2015-09-07,11532,d_1683
2015-09-08,11532,d_1684
2015-09-09,11532,d_1685
2015-09-10,11532,d_1686
2015-09-11,11532,d_1687
2015-09-12,11533,d_1688
2015-09-13,11533,d_1689
2015-09-14,11533,d_1690
2015-09-15,11533,d_1691
2015-09-16,11533,d_1692
2015-09-17,11533,d_1693
2015-09-18,11533,d_1694
2015-09-19,11534,d_1695
2015-09-20,11534,d_1696
2015-09-21,11534,d_1697
2015-09-22,11534,d_1698
2015-09-23,11534,d_1699
2015-09-24,11534,d_1700
2015-09-25,11534,d_1701
2015-09-26,11535,d_1702
2015-09-27,11535,d_1703
2015-09-28,11535,d_1704
2015-09-29,11535,d_1705
2015-09-30,11535,d_1706
2015-10-01,11535,d_1707
2015-10-02,11535,d_1708
2015-10-03,11536,d_1709
2015-10-04,11536,d_1710
2015-10-05,11536,d_1711
2015-10-06,11536,d_1712
2015-10-07,11536,d_1713
2015-10-08,11536,d_1714
2015-10-09,11536,d_1715
2015-10-10,11537,d_1716
2015-10-11,11537,d_1717
2015-10-12,11537,d_1718
2015-10-13,11537,d_1719
2015-10-14,11537,d_1720
2015-10-15,11537,d_1721
2015-10-16,11537,d_1722
2015-10-17,11538,d_1723
2015-10-18,11538,d_1724
2015-10-19,11538,d_1725
2015-10-20,11538,d_1726
2015-10-21,11538,d_1727
2015-10-22,11538,d_1728
2015-10-23,11538,d_1729
2015-10-24,11539,d_1730
2015-10-25,11539,d_1731
2015-10-26,11539,d_1732
2015-10-27,11539,d_1733
2015-10-28,11539,d_1734
2015-10-29,11539,d_1735
2015-10-30,11539,d_1736
2015-10-31,11540,d_1737
2015-11-01,11540,d_1738
2015-11-02,11540,d_1739
2015-11-03,11540,d_1740
2015-11-04,11540,d_1741
2015-11-05,11540,d_1742
2015-11-06,11540,d_1743
2015-11-07,11541,d_1744
2015-11-08,11541,d_1745
2015-11-09,11541,d_1746
2015-11-10,11541,d_1747
2015-11-11,11541,d_1748
2015-11-12,11541,d_1749
2015-11-13,11541,d_1750
2015-11-14,11542,d_1751
2015-11-15,11542,d_1752
2015-11-16,11542,d_1753
2015-11-17,11542,d_1754
2015-11-18,11542,d_1755
2015-11-19,11542,d_1756
2015-11-20,11542,d_1757
2015-11-21,11543,d_1758
2015-11-22,11543,d_1759
2015-11-23,11543,d_1760
2015-11-24,11543,d_1761
2015-11-25,11543,d_1762
2015-11-26,11543,d_1763
2015-11-27,11543,d_1764
2015-11-28,11544,d_1765
2015-11-29,11544,d_1766
2015-11-30,11544,d_1767
2015-12-01,11544,d_1768
2015-12-02,11544,d_1769
2015-12-03,11544,d_1770
2015-12-04,11544,d_1771
2015-12-05,11545,d_1772
2015-12-06,11545,d_1773
2015-12-07,11545,d_1774
2015-12-08,11545,d_1775
2015-12-09,11545,d_1776
2015-12-10,11545,d_1777
2015-12-11,11545,d_1778
2015-12-12,11546,d_1779
2015-12-13,11546,d_1780
2015-12-14,11546,d_1781
2015-12-15,11546,d_1782
2015-12-16,11546,d_1783
2015-12-17,11546,d_1784
2015-12-18,11546,d_1785
2015-12-19,11547,d_1786
2015-12-20,11547,d_1787
2015-12-21,11547,d_1788
2015-12-22,11547,d_1789
2015-12-23,11547,d_1790
2015-12-24,11547,d_1791
2015-12-25,11547,d_1792
2015-12-26,11548,d_1793
2015-12-27,11548,d_1794
2015-12-28,11548,d_1795
2015-12-29,11548,d_1796
2015-12-30,11548,d_1797
2015-12-31,11548,d_1798
2016-01-01,11548,d_1799
2016-01-02,11549,d_1800
2016-01-03,11549,d_1801
2016-01-04,11549,d_1802
2016-01-05,11549,d_1803
2016-01-06,11549,d_1804
2016-01-07,11549,d_1805
2016-01-08,11549,d_1806
2016-01-09,11550,d_1807
2016-01-10,11550,d_1808
2016-01-11,11550,d_1809
2016-01-12,11550,d_1810
2016-01-13,11550,d_1811
2016-01-14,11550,d_1812
2016-01-15,11550,d_1813
2016-01-16,11551,d_1814
2016-01-17,11551,d_1815
2016-01-18,11551,d_1816
2016-01-19,11551,d_1817
2016-01-20,11551,d_1818
2016-01-21,11551,d_1819
2016-01-22,11551,d_1820
2016-01-23,11552,d_1821
2016-01-24,11552,d_1822
2016-01-25,11552,d_1823
2016-01-26,11552,d_1824
2016-01-27,11552,d_1825
2016-01-28,11552,d_1826
2016-01-29,11552,d_1827
2016-01-30,11601,d_1828
2016-01-31,11601,d_1829
2016-02-01,11601,d_1830
2016-02-02,11601,d_1831
2016-02-03,11601,d_1832
2016-02-04,11601,d_1833
2016-02-05,11601,d_1834
2016-02-06,11602,d_1835
2016-02-07,11602,d_1836
2016-02-08,11602,d_1837
2016-02-09,11602,d_1838
2016-02-10,11602,d_1839
2016-02-11,11602,d_1840
2016-02-12,11602,d_1841
2016-02-13,11603,d_1842
2016-02-14,11603,d_1843
2016-02-15,11603,d_1844
2016-02-16,11603,d_1845
2016-02-17,11603,d_1846
2016-02-18,11603,d_1847
2016-02-19,11603,d_1848
2016-02-20,11604,d_1849
2016-02-21,11604,d_1850
2016-02-22,11604,d_1851
2016-02-23,11604,d_1852
2016-02-24,11604,d_1853
2016-02-25,11604,d_1854
2016-02-26,11604,d_1855
2016-02-27,11605,d_1856
2016-02-28,11605,d_1857
2016-02-29,11605,d_1858
2016-03-01,11605,d_1859
2016-03-02,11605,d_1860
2016-03-03,11605,d_1861
2016-03-04,11605,d_1862
2016-03-05,11606,d_1863
2016-03-06,11606,d_1864
2016-03-07,11606,d_1865
2016-03-08,11606,d_1866
2016-03-09,11606,d_1867
2016-03-10,11606,d_1868
2016-03-11,11606,d_1869
2016-03-12,11607,d_1870
2016-03-13,11607,d_1871
2016-03-14,11607,d_1872
2016-03-15,11607,d_1873
2016-03-16,11607,d_1874
2016-03-17,11607,d_1875
2016-03-18,11607,d_1876
2016-03-19,11608,d_1877
2016-03-20,11608,d_1878
2016-03-21,11608,d_1879
2016-03-22,11608,d_1880
2016-03-23,11608,d_1881
2016-03-24,11608,d_1882
2016-03-25,11608,d_1883
2016-03-26,11609,d_1884
2016-03-27,11609,d_1885
2016-03-28,11609,d_1886
2016-03-29,11609,d_1887
2016-03-30,11609,d_1888
2016-03-31,11609,d_1889
2016-04-01,11609,d_1890
2016-04-02,11610,d_1891
2016-04-03,11610,d_1892
2016-04-04,11610,d_1893
2016-04-05,11610,d_1894
2016-04-06,11610,d_1895
2016-04-07,11610,d_1896
2016-04-08,11610,d_1897
2016-04-09,11611,d_1898
2016-04-10,11611,d_1899
2016-04-11,11611,d_1900
2016-04-12,11611,d_1901
2016-04-13,11611,d_1902
2016-04-14,11611,d_1903
2016-04-15,11611,d_1904
2016-04-16,11612,d_1905
2016-04-17,11612,d_1906
2016-04-18,11612,d_1907
2016-04-19,11612,d_1908
2016-04-20,11612,d_1909
2016-04-21,11612,d_1910
2016-04-22,11612,d_1911
2016-04-23,11613,d_1912
2016-04-24,11613,d_1913
2016-04-25,11613,d_1914
2016-04-26,11613,d_1915
2016-04-27,11613,d_1916
2016-04-28,11613,d_1917
2016-04-29,11613,d_1918
2016-04-30,11614,d_1919
2016-05-01,11614,d_1920
2016-05-02,11614,d_1921
2016-05-03,11614,d_1922
2016-05-04,11614,d_1923
2016-05-05,11614,d_1924
2016-05-06,11614,d_1925
2016-05-07,11615,d_1926
2016-05-08,11615,d_1927
2016-05-09,11615,d_1928
2016-05-10,11615,d_1929
2016-05-11,11615,d_1930
